SERIAL_NUMBER,LOCAL_CODE,LOCAL_NAME,YEAR,POPULATION,POPULATION_BIRTH,POPULATION_DEATH,POPULATION_DEATH_U1,GDP,GDP_PC,SANITATION,BIRTH_RATE,IMR,CMR,AGE,POPULATION_TARGET,INDICATOR,FL_DROPOUT,NU_DOSE_FIRST,NU_DOSE_FINAL,NU_DROPOUT,PC_DROPOUT,PC_COVERAGE,FL_GOAL,CAT_GOAL,MHDI_E_CATEGORY,MHDI_L_CATEGORY,MHDI_I_CATEGORY
134,110149,São Francisco do Guaporé,2020,20681,266,90,4,353247.213,17430.53454,16.21,12.862,15.0376,4.3518,0-1 year,266,FL_U1_BCG,0,,187,,,70.3,0,2,low,high,satisfactory
135,110149,São Francisco do Guaporé,2021,21088,279,0,0,353247.213,17430.53454,16.21,13.2303,0,0,0-1 year,279,FL_U1_BCG,0,,193,,,69.18,0,2,low,high,satisfactory
136,110150,Seringueiras,2019,11856,168,57,2,236311.878,19931.83856,15.87,14.17,11.9048,4.8077,0-1 year,168,FL_U1_BCG,0,,116,,,69.05,0,2,low,high,satisfactory
137,110150,Seringueiras,2020,11851,162,48,2,236311.878,19931.83856,15.87,13.6697,12.3457,4.0503,0-1 year,162,FL_U1_BCG,0,,116,,,71.6,0,2,low,high,satisfactory
138,110150,Seringueiras,2021,11846,178,82,2,236311.878,19931.83856,15.87,15.0262,11.236,6.9222,0-1 year,178,FL_U1_BCG,0,,131,,,73.6,0,2,low,high,satisfactory
139,110155,Teixeirópolis,2019,4308,64,26,3,92328.284,21431.8208,2.88,14.8561,46.875,6.0353,0-1 year,64,FL_U1_BCG,0,,55,,,85.94,0,2,low,high,satisfactory
140,110155,Teixeirópolis,2020,4233,42,32,1,92328.284,21431.8208,2.88,9.922,23.8095,7.5597,0-1 year,42,FL_U1_BCG,0,,40,,,95.24,1,3,low,high,satisfactory
141,110155,Teixeirópolis,2021,4160,50,0,0,92328.284,21431.8208,2.88,12.0192,0,0,0-1 year,50,FL_U1_BCG,0,,51,,,102,1,3,low,high,satisfactory
142,110160,Theobroma,2019,10444,97,0,0,191508.53,18336.70337,7.32,9.2876,0,0,0-1 year,97,FL_U1_BCG,0,,94,,,96.91,1,3,low,high,satisfactory
143,110160,Theobroma,2020,10395,115,48,2,191508.53,18336.70337,7.32,11.063,17.3913,4.6176,0-1 year,115,FL_U1_BCG,0,,71,,,61.74,0,2,low,high,satisfactory
144,110160,Theobroma,2021,10348,83,80,1,191508.53,18336.70337,7.32,8.0209,12.0482,7.731,0-1 year,83,FL_U1_BCG,0,,16,,,19.28,0,1,low,high,satisfactory
145,110170,Urupá,2019,11467,170,54,3,215380.803,18782.66356,9.73,14.8252,17.6471,4.7092,0-1 year,170,FL_U1_BCG,0,,132,,,77.65,0,2,low,high,satisfactory
146,110170,Urupá,2020,11272,143,79,2,215380.803,18782.66356,9.73,12.6863,13.986,7.0085,0-1 year,143,FL_U1_BCG,0,,83,,,58.04,0,2,low,high,satisfactory
147,110170,Urupá,2021,11081,160,104,4,215380.803,18782.66356,9.73,14.4391,25,9.3854,0-1 year,160,FL_U1_BCG,0,,81,,,50.62,0,2,low,high,satisfactory
148,110175,Vale do Anari,2019,11204,93,34,1,166785.824,14886.2749,22.2,8.3006,10.7527,3.0346,0-1 year,93,FL_U1_BCG,0,,106,,,113.98,1,3,low,high,satisfactory
149,110175,Vale do Anari,2020,11377,72,43,2,166785.824,14886.2749,22.2,6.3286,27.7778,3.7796,0-1 year,72,FL_U1_BCG,0,,43,,,59.72,0,2,low,high,satisfactory
150,110175,Vale do Anari,2021,11545,74,68,3,166785.824,14886.2749,22.2,6.4097,40.5405,5.89,0-1 year,74,FL_U1_BCG,0,,35,,,47.3,0,1,low,high,satisfactory
151,110180,Vale do Paraíso,2019,6825,81,52,2,146563.877,21474.56073,5.26,11.8681,24.6914,7.619,0-1 year,81,FL_U1_BCG,0,,80,,,98.77,1,3,low,high,satisfactory
152,110180,Vale do Paraíso,2020,6656,62,47,1,146563.877,21474.56073,5.26,9.3149,16.129,7.0613,0-1 year,62,FL_U1_BCG,0,,38,,,61.29,0,2,low,high,satisfactory
153,110180,Vale do Paraíso,2021,6490,72,49,1,146563.877,21474.56073,5.26,11.094,13.8889,7.5501,0-1 year,72,FL_U1_BCG,0,,18,,,25,0,1,low,high,satisfactory
154,120001,Acrelândia,2019,15256,257,0,0,253609.712,16623.60461,23.82,16.8458,0,0,0-1 year,257,FL_U1_BCG,0,,51,,,19.84,0,1,low,high,satisfactory
155,120001,Acrelândia,2020,15490,237,71,3,253609.712,16623.60461,23.82,15.3002,12.6582,4.5836,0-1 year,237,FL_U1_BCG,0,,31,,,13.08,0,1,low,high,satisfactory
156,120001,Acrelândia,2021,15721,234,85,1,253609.712,16623.60461,23.82,14.8845,4.2735,5.4068,0-1 year,234,FL_U1_BCG,0,,25,,,10.68,0,1,low,high,satisfactory
157,120005,Assis Brasil,2019,7417,266,41,5,93054.149,12546.06296,28.79,35.8636,18.797,5.5278,0-1 year,266,FL_U1_BCG,0,,165,,,62.03,0,2,low,high,satisfactory
158,120005,Assis Brasil,2020,7534,204,51,3,93054.149,12546.06296,28.79,27.0772,14.7059,6.7693,0-1 year,204,FL_U1_BCG,0,,108,,,52.94,0,2,low,high,satisfactory
159,120005,Assis Brasil,2021,7649,241,57,3,93054.149,12546.06296,28.79,31.5074,12.4481,7.452,0-1 year,241,FL_U1_BCG,0,,144,,,59.75,0,2,low,high,satisfactory
160,120010,Brasiléia,2019,26278,540,148,9,454802.574,17307.35117,20.4,20.5495,16.6667,5.6321,0-1 year,540,FL_U1_BCG,0,,612,,,113.33,1,3,low,high,satisfactory
161,120010,Brasiléia,2020,26702,527,152,4,454802.574,17307.35117,20.4,19.7363,7.5901,5.6925,0-1 year,527,FL_U1_BCG,0,,448,,,85.01,0,2,low,high,satisfactory
162,120010,Brasiléia,2021,27123,521,179,10,454802.574,17307.35117,20.4,19.2088,19.1939,6.5996,0-1 year,521,FL_U1_BCG,0,,285,,,54.7,0,2,low,high,satisfactory
163,120013,Bujari,2019,10266,329,42,4,157655.612,15357.06332,23.51,32.0475,12.1581,4.0912,0-1 year,329,FL_U1_BCG,0,,41,,,12.46,0,1,low,high,satisfactory
164,120013,Bujari,2020,10420,241,73,3,157655.612,15357.06332,23.51,23.1286,12.4481,7.0058,0-1 year,241,FL_U1_BCG,0,,0,,,0,0,1,low,high,satisfactory
165,120013,Bujari,2021,10572,219,52,2,157655.612,15357.06332,23.51,20.7151,9.1324,4.9187,0-1 year,219,FL_U1_BCG,0,,0,,,0,0,1,low,high,satisfactory
166,120017,Capixaba,2019,11733,217,0,0,153209.713,13058.01696,31.13,18.4948,0,0,0-1 year,217,FL_U1_BCG,0,,10,,,4.61,0,1,low,high,satisfactory
167,120017,Capixaba,2020,12008,190,45,1,153209.713,13058.01696,31.13,15.8228,5.2632,3.7475,0-1 year,190,FL_U1_BCG,0,,9,,,4.74,0,1,low,high,satisfactory
168,120017,Capixaba,2021,12280,194,61,3,153209.713,13058.01696,31.13,15.798,15.4639,4.9674,0-1 year,194,FL_U1_BCG,0,,3,,,1.55,0,1,low,high,satisfactory
169,120020,Cruzeiro do Sul,2019,88376,1809,426,31,1440378.526,16298.29961,39.12,20.4694,17.1365,4.8203,0-1 year,1809,FL_U1_BCG,0,,1420,,,78.5,0,2,satisfactory,high,satisfactory
170,120020,Cruzeiro do Sul,2020,89072,1682,443,18,1440378.526,16298.29961,39.12,18.8836,10.7015,4.9735,0-1 year,1682,FL_U1_BCG,0,,627,,,37.28,0,1,satisfactory,high,satisfactory
171,120020,Cruzeiro do Sul,2021,89760,1776,521,26,1440378.526,16298.29961,39.12,19.7861,14.6396,5.8044,0-1 year,1776,FL_U1_BCG,0,,1034,,,58.22,0,2,satisfactory,high,satisfactory
172,120025,Epitaciolândia,2019,18411,314,86,4,423163.089,22984.25338,29.37,17.055,12.7389,4.6711,0-1 year,314,FL_U1_BCG,0,,136,,,43.31,0,1,satisfactory,high,satisfactory
173,120025,Epitaciolândia,2020,18696,293,96,5,423163.089,22984.25338,29.37,15.6718,17.0648,5.1348,0-1 year,293,FL_U1_BCG,0,,63,,,21.5,0,1,satisfactory,high,satisfactory
174,120025,Epitaciolândia,2021,18979,298,128,6,423163.089,22984.25338,29.37,15.7016,20.1342,6.7443,0-1 year,298,FL_U1_BCG,0,,119,,,39.93,0,1,satisfactory,high,satisfactory
175,120030,Feijó,2019,34780,871,166,31,356965.446,10263.52634,36.26,25.0431,35.5913,4.7729,0-1 year,871,FL_U1_BCG,0,,692,,,79.45,0,2,low,satisfactory,satisfactory
176,120030,Feijó,2020,34884,783,163,25,356965.446,10263.52634,36.26,22.4458,31.9285,4.6726,0-1 year,783,FL_U1_BCG,0,,555,,,70.88,0,2,low,satisfactory,satisfactory
177,120030,Feijó,2021,34986,779,191,24,356965.446,10263.52634,36.26,22.266,30.8087,5.4593,0-1 year,779,FL_U1_BCG,0,,584,,,74.97,0,2,low,satisfactory,satisfactory
178,120032,Jordão,2019,8317,218,20,2,82484.119,9917.532644,64.96,26.2114,9.1743,2.4047,0-1 year,218,FL_U1_BCG,0,,147,,,67.43,0,2,low,satisfactory,low
179,120032,Jordão,2020,8473,204,15,4,82484.119,9917.532644,64.96,24.0765,19.6078,1.7703,0-1 year,204,FL_U1_BCG,0,,204,,,100,1,3,low,satisfactory,low
180,120032,Jordão,2021,8628,198,13,6,82484.119,9917.532644,64.96,22.9485,30.303,1.5067,0-1 year,198,FL_U1_BCG,0,,180,,,90.91,1,3,low,satisfactory,low
181,120033,Mâncio Lima,2019,18977,345,87,9,205845.369,10847.09749,47.93,18.1799,26.087,4.5845,0-1 year,345,FL_U1_BCG,0,,481,,,139.42,1,4,satisfactory,high,satisfactory
182,120033,Mâncio Lima,2020,19311,419,78,8,205845.369,10847.09749,47.93,21.6975,19.0931,4.0391,0-1 year,419,FL_U1_BCG,0,,142,,,33.89,0,1,satisfactory,high,satisfactory
183,120033,Mâncio Lima,2021,19643,378,91,4,205845.369,10847.09749,47.93,19.2435,10.582,4.6327,0-1 year,378,FL_U1_BCG,0,,116,,,30.69,0,1,satisfactory,high,satisfactory
184,120034,Manoel Urbano,2019,9459,230,53,10,131564.877,13908.96258,31.93,24.3155,43.4783,5.6031,0-1 year,230,FL_U1_BCG,0,,70,,,30.43,0,1,low,high,satisfactory
185,120034,Manoel Urbano,2020,9581,242,37,2,131564.877,13908.96258,31.93,25.2583,8.2645,3.8618,0-1 year,242,FL_U1_BCG,0,,78,,,32.23,0,1,low,high,satisfactory
186,120034,Manoel Urbano,2021,9701,207,90,12,131564.877,13908.96258,31.93,21.338,57.971,9.2774,0-1 year,207,FL_U1_BCG,0,,91,,,43.96,0,1,low,high,satisfactory
187,120035,Marechal Thaumaturgo,2019,18867,448,43,9,195237.311,10348.08454,40.2,23.7452,20.0893,2.2791,0-1 year,448,FL_U1_BCG,0,,475,,,106.03,1,3,low,satisfactory,low
188,120035,Marechal Thaumaturgo,2020,19299,322,32,3,195237.311,10348.08454,40.2,16.6848,9.3168,1.6581,0-1 year,322,FL_U1_BCG,0,,179,,,55.59,0,2,low,satisfactory,low
189,120035,Marechal Thaumaturgo,2021,19727,359,48,6,195237.311,10348.08454,40.2,18.1984,16.7131,2.4332,0-1 year,359,FL_U1_BCG,0,,112,,,31.2,0,1,low,satisfactory,low
190,120038,Plácido de Castro,2019,19761,318,71,2,264937.74,13407.10187,30.89,16.0923,6.2893,3.5929,0-1 year,318,FL_U1_BCG,0,,38,,,11.95,0,1,satisfactory,high,satisfactory
191,120038,Plácido de Castro,2020,19955,285,91,7,264937.74,13407.10187,30.89,14.2821,24.5614,4.5603,0-1 year,285,FL_U1_BCG,0,,13,,,4.56,0,1,satisfactory,high,satisfactory
192,120038,Plácido de Castro,2021,20147,264,97,3,264937.74,13407.10187,30.89,13.1037,11.3636,4.8146,0-1 year,264,FL_U1_BCG,0,,32,,,12.12,0,1,satisfactory,high,satisfactory
193,120039,Porto Walter,2019,11982,270,29,6,118846.598,9918.761309,39.53,22.5338,22.2222,2.4203,0-1 year,270,FL_U1_BCG,0,,246,,,91.11,1,3,low,satisfactory,satisfactory
194,120039,Porto Walter,2020,12241,282,17,4,118846.598,9918.761309,39.53,23.0373,14.1844,1.3888,0-1 year,282,FL_U1_BCG,0,,139,,,49.29,0,1,low,satisfactory,satisfactory
195,120039,Porto Walter,2021,12497,323,35,4,118846.598,9918.761309,39.53,25.8462,12.3839,2.8007,0-1 year,323,FL_U1_BCG,0,,95,,,29.41,0,1,low,satisfactory,satisfactory
196,120042,Rodrigues Alves,2019,18930,334,64,14,191533.849,10118.00576,52.64,17.644,41.9162,3.3809,0-1 year,334,FL_U1_BCG,0,,308,,,92.22,1,3,low,satisfactory,satisfactory
197,120042,Rodrigues Alves,2020,19351,346,50,5,191533.849,10118.00576,52.64,17.8802,14.4509,2.5838,0-1 year,346,FL_U1_BCG,0,,181,,,52.31,0,2,low,satisfactory,satisfactory
198,120042,Rodrigues Alves,2021,19767,324,71,5,191533.849,10118.00576,52.64,16.391,15.4321,3.5918,0-1 year,324,FL_U1_BCG,0,,30,,,9.26,0,1,low,satisfactory,satisfactory
199,120043,Santa Rosa do Purus,2019,6540,186,25,7,75197.666,11498.11407,39.87,28.4404,37.6344,3.8226,0-1 year,186,FL_U1_BCG,0,,121,,,65.05,0,2,low,high,satisfactory
200,120043,Santa Rosa do Purus,2020,6717,148,27,7,75197.666,11498.11407,39.87,22.0336,47.2973,4.0197,0-1 year,148,FL_U1_BCG,0,,141,,,95.27,1,3,low,high,satisfactory
201,120043,Santa Rosa do Purus,2021,6893,124,40,7,75197.666,11498.11407,39.87,17.9893,56.4516,5.803,0-1 year,124,FL_U1_BCG,0,,85,,,68.55,0,2,low,high,satisfactory
202,120045,Senador Guiomard,2019,23024,417,144,4,361397.526,15696.5569,29.76,18.1115,9.5923,6.2543,0-1 year,417,FL_U1_BCG,0,,46,,,11.03,0,1,satisfactory,high,satisfactory
203,120045,Senador Guiomard,2020,23236,401,132,6,361397.526,15696.5569,29.76,17.2577,14.9626,5.6808,0-1 year,401,FL_U1_BCG,0,,16,,,3.99,0,1,satisfactory,high,satisfactory
204,120045,Senador Guiomard,2021,23446,365,155,8,361397.526,15696.5569,29.76,15.5677,21.9178,6.6109,0-1 year,365,FL_U1_BCG,0,,7,,,1.92,0,1,satisfactory,high,satisfactory
205,120050,Sena Madureira,2019,45848,768,197,10,540235.528,11783.18635,40.8,16.751,13.0208,4.2968,0-1 year,768,FL_U1_BCG,0,,738,,,96.09,1,3,low,high,satisfactory
206,120050,Sena Madureira,2020,46511,633,222,12,540235.528,11783.18635,40.8,13.6097,18.9573,4.7731,0-1 year,633,FL_U1_BCG,0,,580,,,91.63,1,3,low,high,satisfactory
207,120050,Sena Madureira,2021,47168,205,237,12,540235.528,11783.18635,40.8,4.3462,58.5366,5.0246,0-1 year,205,FL_U1_BCG,0,,702,,,150,1,4,low,high,satisfactory
208,120060,Tarauacá,2019,42567,1143,204,25,483687.298,11362.96422,41.95,26.8518,21.8723,4.7924,0-1 year,1143,FL_U1_BCG,0,,912,,,79.79,0,2,low,satisfactory,satisfactory
209,120060,Tarauacá,2020,43151,1150,192,23,483687.298,11362.96422,41.95,26.6506,20,4.4495,0-1 year,1150,FL_U1_BCG,0,,960,,,83.48,0,2,low,satisfactory,satisfactory
210,120060,Tarauacá,2021,43730,1118,253,24,483687.298,11362.96422,41.95,25.566,21.4669,5.7855,0-1 year,1118,FL_U1_BCG,0,,952,,,85.15,0,2,low,satisfactory,satisfactory
211,120070,Xapuri,2019,19323,297,98,4,275091.05,14236.45655,17.68,15.3703,13.468,5.0717,0-1 year,297,FL_U1_BCG,0,,97,,,32.66,0,1,low,high,satisfactory
212,120070,Xapuri,2020,19596,312,91,5,275091.05,14236.45655,17.68,15.9216,16.0256,4.6438,0-1 year,312,FL_U1_BCG,0,,97,,,31.09,0,1,low,high,satisfactory
213,120070,Xapuri,2021,19866,315,98,3,275091.05,14236.45655,17.68,15.8562,9.5238,4.9331,0-1 year,315,FL_U1_BCG,0,,19,,,6.03,0,1,low,high,satisfactory
214,120080,Porto Acre,2019,18504,379,85,3,227498.896,12294.57933,38.64,20.4821,7.9156,4.5936,0-1 year,379,FL_U1_BCG,0,,3,,,0.79,0,1,low,high,satisfactory
215,120080,Porto Acre,2020,18824,361,122,7,227498.896,12294.57933,38.64,19.1776,19.3906,6.4811,0-1 year,361,FL_U1_BCG,0,,2,,,0.55,0,1,low,high,satisfactory
216,120080,Porto Acre,2021,19141,335,105,5,227498.896,12294.57933,38.64,17.5017,14.9254,5.4856,0-1 year,335,FL_U1_BCG,0,,3,,,0.9,0,1,low,high,satisfactory
217,130002,Alvarães,2019,16041,418,52,7,196046.345,12221.57877,44.97,26.0582,16.7464,3.2417,0-1 year,418,FL_U1_BCG,0,,410,,,98.09,1,3,low,high,low
218,130002,Alvarães,2020,16220,397,75,5,196046.345,12221.57877,44.97,24.476,12.5945,4.6239,0-1 year,397,FL_U1_BCG,0,,370,,,93.2,1,3,low,high,low
219,130002,Alvarães,2021,16396,437,67,7,196046.345,12221.57877,44.97,26.6528,16.0183,4.0864,0-1 year,437,FL_U1_BCG,0,,354,,,81.01,0,2,low,high,low
220,130006,Amaturá,2019,11536,265,28,5,95481.988,8276.871359,26.95,22.9716,18.8679,2.4272,0-1 year,265,FL_U1_BCG,0,,268,,,101.13,1,3,low,high,low
221,130006,Amaturá,2020,11736,265,52,6,95481.988,8276.871359,26.95,22.5801,22.6415,4.4308,0-1 year,265,FL_U1_BCG,0,,242,,,91.32,1,3,low,high,low
222,130006,Amaturá,2021,11934,252,51,5,95481.988,8276.871359,26.95,21.1161,19.8413,4.2735,0-1 year,252,FL_U1_BCG,0,,233,,,92.46,1,3,low,high,low
223,130008,Anamã,2019,13614,190,35,3,121824.197,8948.449905,38.88,13.9562,15.7895,2.5709,0-1 year,190,FL_U1_BCG,0,,161,,,84.74,0,2,satisfactory,satisfactory,satisfactory
224,130008,Anamã,2020,13956,227,39,1,121824.197,8948.449905,38.88,16.2654,4.4053,2.7945,0-1 year,227,FL_U1_BCG,0,,238,,,104.85,1,3,satisfactory,satisfactory,satisfactory
225,130008,Anamã,2021,14292,171,42,2,121824.197,8948.449905,38.88,11.9647,11.6959,2.9387,0-1 year,171,FL_U1_BCG,0,,120,,,70.18,0,2,satisfactory,satisfactory,satisfactory
226,130010,Anori,2019,21010,233,44,5,199543.816,9497.563827,29.24,11.09,21.4592,2.0942,0-1 year,233,FL_U1_BCG,0,,169,,,72.53,0,2,low,high,satisfactory
227,130010,Anori,2020,21477,259,70,4,199543.816,9497.563827,29.24,12.0594,15.444,3.2593,0-1 year,259,FL_U1_BCG,0,,244,,,94.21,1,3,low,high,satisfactory
228,130010,Anori,2021,21937,257,71,5,199543.816,9497.563827,29.24,11.7154,19.4553,3.2365,0-1 year,257,FL_U1_BCG,0,,182,,,70.82,0,2,low,high,satisfactory
229,130014,Apuí,2019,21973,239,63,5,227136.739,10337.08365,41.58,10.877,20.9205,2.8672,0-1 year,239,FL_U1_BCG,0,,221,,,92.47,1,3,satisfactory,high,satisfactory
230,130014,Apuí,2020,22359,265,78,3,227136.739,10337.08365,41.58,11.8521,11.3208,3.4885,0-1 year,265,FL_U1_BCG,0,,130,,,49.06,0,1,satisfactory,high,satisfactory
231,130014,Apuí,2021,22739,290,93,6,227136.739,10337.08365,41.58,12.7534,20.6897,4.0899,0-1 year,290,FL_U1_BCG,0,,25,,,8.62,0,1,satisfactory,high,satisfactory
232,130020,Atalaia do Norte,2019,19921,313,58,10,150975.743,7578.723106,44.58,15.7121,31.9489,2.9115,0-1 year,313,FL_U1_BCG,0,,242,,,77.32,0,2,low,satisfactory,low
233,130020,Atalaia do Norte,2020,20398,233,48,12,150975.743,7578.723106,44.58,11.4227,51.5021,2.3532,0-1 year,233,FL_U1_BCG,0,,220,,,94.42,1,3,low,satisfactory,low
234,130020,Atalaia do Norte,2021,20868,237,55,10,150975.743,7578.723106,44.58,11.3571,42.1941,2.6356,0-1 year,237,FL_U1_BCG,0,,49,,,20.68,0,1,low,satisfactory,low
235,130030,Autazes,2019,39565,872,135,5,382956.511,9679.17379,54.16,22.0397,5.7339,3.4121,0-1 year,872,FL_U1_BCG,0,,993,,,113.88,1,3,low,high,satisfactory
236,130030,Autazes,2020,40290,885,189,11,382956.511,9679.17379,54.16,21.9657,12.4294,4.691,0-1 year,885,FL_U1_BCG,0,,704,,,79.55,0,2,low,high,satisfactory
237,130030,Autazes,2021,41005,912,216,14,382956.511,9679.17379,54.16,22.2412,15.3509,5.2677,0-1 year,912,FL_U1_BCG,0,,690,,,75.66,0,2,low,high,satisfactory
238,130040,Barcelos,2019,27502,556,62,18,190316.238,6920.087194,14.04,20.2167,32.3741,2.2544,0-1 year,556,FL_U1_BCG,0,,358,,,64.39,0,2,low,satisfactory,satisfactory
239,130040,Barcelos,2020,27638,466,99,6,190316.238,6920.087194,14.04,16.8608,12.8755,3.582,0-1 year,466,FL_U1_BCG,0,,243,,,52.15,0,2,low,satisfactory,satisfactory
240,130040,Barcelos,2021,27772,461,98,7,190316.238,6920.087194,14.04,16.5995,15.1844,3.5287,0-1 year,461,FL_U1_BCG,0,,188,,,40.78,0,1,low,satisfactory,satisfactory
241,130050,Barreirinha,2019,32041,857,132,15,279551.559,8724.807559,47.48,26.747,17.5029,4.1197,0-1 year,857,FL_U1_BCG,0,,470,,,54.84,0,2,satisfactory,high,low
242,130050,Barreirinha,2020,32483,842,142,11,279551.559,8724.807559,47.48,25.9213,13.0641,4.3715,0-1 year,842,FL_U1_BCG,0,,586,,,69.6,0,2,satisfactory,high,low
243,130050,Barreirinha,2021,32919,926,188,18,279551.559,8724.807559,47.48,28.1297,19.4384,5.711,0-1 year,926,FL_U1_BCG,0,,450,,,48.6,0,1,satisfactory,high,low
244,130060,Benjamin Constant,2019,42984,1030,169,22,350837.709,8162.053532,43.94,23.9624,21.3592,3.9317,0-1 year,1030,FL_U1_BCG,0,,1447,,,140.49,1,4,low,high,satisfactory
245,130060,Benjamin Constant,2020,43935,983,223,14,350837.709,8162.053532,43.94,22.374,14.2421,5.0757,0-1 year,983,FL_U1_BCG,0,,885,,,90.03,1,3,low,high,satisfactory
246,130060,Benjamin Constant,2021,44873,1035,177,13,350837.709,8162.053532,43.94,23.0651,12.5604,3.9445,0-1 year,1035,FL_U1_BCG,0,,383,,,37,0,1,low,high,satisfactory
247,130063,Beruri,2019,19679,525,64,4,166373.502,8454.367702,31.46,26.6782,7.619,3.2522,0-1 year,525,FL_U1_BCG,0,,374,,,71.24,0,2,low,satisfactory,satisfactory
248,130063,Beruri,2020,20093,500,68,5,166373.502,8454.367702,31.46,24.8843,10,3.3843,0-1 year,500,FL_U1_BCG,0,,291,,,58.2,0,2,low,satisfactory,satisfactory
249,130063,Beruri,2021,20503,544,95,10,166373.502,8454.367702,31.46,26.5327,18.3824,4.6335,0-1 year,544,FL_U1_BCG,0,,236,,,43.38,0,1,low,satisfactory,satisfactory
250,130068,Boa Vista do Ramos,2019,19207,330,64,9,148983.903,7756.750299,48.58,17.1812,27.2727,3.3321,0-1 year,330,FL_U1_BCG,0,,254,,,76.97,0,2,low,high,low
251,130068,Boa Vista do Ramos,2020,19626,298,76,7,148983.903,7756.750299,48.58,15.1839,23.4899,3.8724,0-1 year,298,FL_U1_BCG,0,,303,,,101.68,1,3,low,high,low
252,130068,Boa Vista do Ramos,2021,20040,298,80,7,148983.903,7756.750299,48.58,14.8703,23.4899,3.992,0-1 year,298,FL_U1_BCG,0,,269,,,90.27,1,3,low,high,low
253,130070,Boca do Acre,2019,34308,725,145,4,428530.252,12490.68007,36.89,21.1321,5.5172,4.2264,0-1 year,725,FL_U1_BCG,0,,489,,,67.45,0,2,low,high,satisfactory
254,130070,Boca do Acre,2020,34635,704,214,16,428530.252,12490.68007,36.89,20.3263,22.7273,6.1787,0-1 year,704,FL_U1_BCG,0,,589,,,83.66,0,2,low,high,satisfactory
255,130070,Boca do Acre,2021,34958,621,166,11,428530.252,12490.68007,36.89,17.7642,17.7134,4.7486,0-1 year,621,FL_U1_BCG,0,,236,,,38,0,1,low,high,satisfactory
256,130080,Borba,2019,41161,763,117,13,327112.83,7947.154588,46.19,18.537,17.038,2.8425,0-1 year,763,FL_U1_BCG,0,,642,,,84.14,0,2,low,high,satisfactory
257,130080,Borba,2020,41748,760,150,6,327112.83,7947.154588,46.19,18.2045,7.8947,3.593,0-1 year,760,FL_U1_BCG,0,,460,,,60.53,0,2,low,high,satisfactory
258,130080,Borba,2021,42328,829,201,15,327112.83,7947.154588,46.19,19.5851,18.0941,4.7486,0-1 year,829,FL_U1_BCG,0,,623,,,75.15,0,2,low,high,satisfactory
259,130083,Caapiranga,2019,13081,169,40,6,169202.385,12934.97324,32.74,12.9195,35.503,3.0579,0-1 year,169,FL_U1_BCG,0,,130,,,76.92,0,2,low,high,satisfactory
260,130083,Caapiranga,2020,13283,203,48,6,169202.385,12934.97324,32.74,15.2827,29.5567,3.6136,0-1 year,203,FL_U1_BCG,0,,141,,,69.46,0,2,low,high,satisfactory
261,130083,Caapiranga,2021,13482,198,51,7,169202.385,12934.97324,32.74,14.6862,35.3535,3.7828,0-1 year,198,FL_U1_BCG,0,,164,,,82.83,0,2,low,high,satisfactory
262,130090,Canutama,2019,15629,192,51,9,125866.946,8053.422868,33.58,12.2849,46.875,3.2632,0-1 year,192,FL_U1_BCG,0,,193,,,100.52,1,3,low,high,satisfactory
263,130090,Canutama,2020,15807,196,49,4,125866.946,8053.422868,33.58,12.3996,20.4082,3.0999,0-1 year,196,FL_U1_BCG,0,,176,,,89.8,0,2,low,high,satisfactory
264,130090,Canutama,2021,15981,199,43,1,125866.946,8053.422868,33.58,12.4523,5.0251,2.6907,0-1 year,199,FL_U1_BCG,0,,187,,,93.97,1,3,low,high,satisfactory
265,130100,Carauari,2019,28294,635,123,8,337837.964,11940.26875,38.15,22.4429,12.5984,4.3472,0-1 year,635,FL_U1_BCG,0,,609,,,95.91,1,3,low,satisfactory,satisfactory
266,130100,Carauari,2020,28508,577,124,7,337837.964,11940.26875,38.15,20.2399,12.1317,4.3497,0-1 year,577,FL_U1_BCG,0,,965,,,150,1,4,low,satisfactory,satisfactory
267,130100,Carauari,2021,28719,667,144,16,337837.964,11940.26875,38.15,23.225,23.988,5.0141,0-1 year,667,FL_U1_BCG,0,,752,,,112.74,1,3,low,satisfactory,satisfactory
268,130110,Careiro,2019,37869,564,137,4,329005.863,8687.999762,53.81,14.8934,7.0922,3.6177,0-1 year,564,FL_U1_BCG,0,,199,,,35.28,0,1,low,high,satisfactory
269,130110,Careiro,2020,38348,553,162,8,329005.863,8687.999762,53.81,14.4206,14.4665,4.2245,0-1 year,553,FL_U1_BCG,0,,289,,,52.26,0,2,low,high,satisfactory
270,130110,Careiro,2021,38820,557,211,11,329005.863,8687.999762,53.81,14.3483,19.7487,5.4353,0-1 year,557,FL_U1_BCG,0,,303,,,54.4,0,2,low,high,satisfactory
271,130115,Careiro da Várzea,2019,30225,198,53,3,314130.788,10393.07818,72.6,6.5509,15.1515,1.7535,0-1 year,198,FL_U1_BCG,0,,20,,,10.1,0,1,low,high,satisfactory
272,130115,Careiro da Várzea,2020,30846,188,81,1,314130.788,10393.07818,72.6,6.0948,5.3191,2.6259,0-1 year,188,FL_U1_BCG,0,,44,,,23.4,0,1,low,high,satisfactory
273,130115,Careiro da Várzea,2021,31459,198,78,2,314130.788,10393.07818,72.6,6.2939,10.101,2.4794,0-1 year,198,FL_U1_BCG,0,,34,,,17.17,0,1,low,high,satisfactory
